id,country_code_iso,company_code_uic,internal_id,decision_id,in_timetable,due_to_railway_features,line,metre_post_from,metre_post_to,station_from,station_to,on_main_track,main_track_side,station_track_switch_source_text,station_track_from,station_switch_from,station_switch_to,operating_speed,reduced_speed,reduced_speed_for_mus,not_signalled_from_start_point,not_signalled_from_end_point,cause_source_text,cause_category_1,cause_category_2,cause_category_3,time_from,work_to_be_done,time_to,comment
3e830be2914bfcb655cdf0212cd2cffc,HU,55,,Gy.619-45/2000.,1,0,12,1730,1944,Felsőgalla,,0,,"8a. sz. ""Hidász"" csonka vágány",8,,,40,0,0,,,Pályaállapot. kizárva,,,,2000-05-27 22:00:00,,,
3e87d63d3fb52eef24e8d0f59b9e462c,HU,55,,59678/2015/MÁV,1,0,30,1100,1200,Budapest-Déli,,0,,101 sz. kitérő,101,,,40,10,10,,,"Kitérő állapota. avult felépítmény, korhadt aljak",,,,2015-12-12 23:00:00,,,
3e8cb7eba614e566ddc7ea1570e71b57,HU,55,,B 1307,1,0,25,47200,47500,Zalaszentiván,,0,,X.csonka vg.,10,,,40,5,5,,,Pályaállapot. X.csonka vg..vágányhídmérleg,,,,2014-12-12 23:00:00,,,X.csonka vg. vágányhídmérleg
3e9c646c5e300806ca2c1e8b5458e6b5,HU,55,,napi kimutatás,1,0,41,33600,35100,Kaposvár,Kaposmérő,1,,,,,,100,80,80,,,Pályaállapot. műszaki állapot,,,,2018-12-08 23:00:00,,,
3ea154d7cee05f351d4d5e67054c47f2,HU,55,,CsZs,1,0,40e,32900,33100,Ercsi,,1,left,III. sz. vg. kezdőponti oldal,3,,,120,60,60,,,Pályaállapot. alj állapot,,,,2009-12-12 23:00:00,,,
3eaa1660b540ed1cc7653f7c8300c7e1,HU,55,,Gy.635-2575/2003.,1,0,5,9200,9900,Moha,,0,,"01. sz. ""Raktári"" vágány",1,,,40,5,5,,,Pályaállapot. vb aljakban a fabetétek korhadtak,,,,2003-12-13 23:00:00,,,8 - 5 sz. kitérők között
3eaa9f36319cac457ea919556e9fb765,HU,55,,Gy.1564-(121-135)/2004,1,0,125,43400,43500,Orosháza,Kardoskút,1,,,,,,60,30,30,,,"Rálátási háromszög hiánya. Hatósági határozat, érv. félsorompó felszereléséig.",,,,2004-06-30 22:00:00,,,
3ebc51783c1e96205df064ae69055426,HU,55,,gy. 619/2000,1,0,92,22600,23600,Sajószentpéter,"Kazincbarcika ""A"" vágány",1,,,,,,100,80,80,,,Egyéb ok. Útátjáró behatási pont távolsága miatt.,,,,2000-05-27 22:00:00,,,Kazincbarcika felől csak 120 m.  Csak páratlan vonatoknak
3ebd38d03d6787c301889ff8bcf8d400,HU,55,,HM,1,0,207,300,409,Józsefváros,,0,,"""Csarnok"" csonka",,,,40,0,0,,,Egyéb ok. .,,,,2017-06-06 22:00:00,,,
3ecd27301d82240fe5cce6cfda0b40b8,HU,55,,42142/2017/MÁV,1,0,70,3400,3900,Rákosrendező,,0,,D38. sz. vágány,InvalidRomanNumeralError,,,40,0,0,,,"Pályaállapot. Avult felépítmény, aljak-, leszorító csavarok állapota, forgalomból kizárva",,,,2017-12-09 23:00:00,,,608 sz. kitérő - vv.
3ecddcd751f8dfc8759ef5f527b891aa,HU,55,,Napi kimutatás,1,0,30,220800,221600,Nagykanizsa,,0,,VIII.vágány,8,,,100,10,10,,,Pályaállapot. műszaki állapot,,,,2022-12-10 23:00:00,,,
3edee9ccc3a28536cceb3d96c254e619,HU,55,,34966/2022/MAV,1,0,130,29800,31100,Mártély,Hódmezővásárhelyi Népkert,1,,,,,,80,60,60,,,Pályaállapot. HN vágány geometriai állapota miatt,,,,2023-12-09 23:00:00,,,
3ee63fa705b3fd338f633b1b3dc235a8,HU,55,,B 112,1,0,29,80600,80900,Balatonakali-Dörgicse,Zánka-Köveskál,1,,,,,,80,60,60,,,Pályaállapot. pálya műszaki állapota,,,,2018-05-16 22:00:00,,,
3ee784392ed63da00bb2caf19c71d193,HU,55,,22768-1/2021/MÁV,1,0,78,28494,28751,Galgaguta,,0,,II. sz. vágány,2,,,60,40,40,,,Pályaállapot csak tehervonatok részére. pályageometriai hibák,,,,2022-12-09 23:00:00,,,Csak tehervonatok részére. Kitűzve nincs.
3eea0fd9b43dc034d557b865c241426b,HU,55,,n.a.,1,0,80,124118,124400,Füzesabony,,0,,XX. rakodó csonka,20,,,40,10,10,,,Pályaállapot. aljak avulása,,,,2022-03-31 22:00:00,,,
3ef2e96647a052a692ea0e8fc6de4f85,HU,55,,FGy,1,0,1,0,100,Budapest-Keleti,,0,,Vontatási telep 231 sz. kitérő,231,,,40,5,5,,,Kitérő állapota. Pályaszerkezeti elégtelenség,,,,2016-12-14 23:00:00,,,
3ef394475963a99e7b19cc8e1739b4d9,HU,55,,b.269 Grunda T.,0,0,100,34000,34100,Pátroha,,1,right,IV.vágány,4,,,120,100,100,,,Pályahiba. pályaállapot romlás,,,,2023-08-02 07:25:00,,,
3ef96e035d4db0d028b387a753869996,HU,55,,40136/2022/MAV,1,0,41,70920,71029,Somogyszob,,0,,X. vágány,10,,,40,0,0,,,Pályaállapot. műszaki állapot,,,,2022-12-10 23:00:00,,,
3f00bd599b0f7b5348ddd341c62d618c,HU,55,,2023-24 áll,1,0,29,103700,104400,Badacsonytomaj,Badacsonytördemic-Szigliget,1,,,,,,80,60,60,,,Geometria miatt. Nem szüntethető meg.,,,,2023-11-21 23:00:00,,,
3f0e7f0190db43212529bc62033b35a7,HU,55,,42142-5/2017/MÁV,1,0,10,3300,3700,Győrszabadhegy,,0,,"""Jáki"" csonka vágány",,,,20,10,10,,,"Pályaállapot. Avult felépítmény, korhadt fabetétek",,,,2018-03-25 22:00:00,,,4 sz. kitérő - vv.
3f21066dee1c38de622788bf3ee3ce22,HU,55,,34966/2022/MAV,1,0,100,54000,54300,Komoró,,0,,"17., 21., 27. kitérő",17,,,120,10,10,,,Pályaállapot. Műszaki állapot,,,,2023-12-09 23:00:00,,,
3f223b42b3d008b3fee195d0548e5fe4,HU,55,,40136/2022/MAV,1,0,62,58069,57865,Vajszló,,0,,IV. vágány,4,,,40,10,10,,,Pályaállapot. Műszaki állapot,,,,2022-12-10 23:00:00,,,
3f2502b32d618a4c5de640fbf533c6b2,HU,55,,LJ/254-146,0,0,146,32377,33500,Tiszaug kiágazás,Tiszasas,1,,,,,,60,30,30,,,"Pályahiba. Fekszint, irányhibák, alj állag",,,,2023-09-29 06:00:00,,,
3f2fc9a7471e01ef4e670e235650d009,HU,55,,*,1,0,108,53121,53890,Ohat-Pusztakócs,,0,,V.,5,,,80,10,10,,,Pályaállapot. műszaki állapot,,,,2019-12-11 23:00:00,,,
3f3aaf430caa460542fc6bb9e220f40f,HU,55,,Gy.619-175/2002.,1,0,12,200,600,Felsőgalla,,0,,IV. csonka (kihúzó) vg.,4,,,60,0,0,,,Pályaállapot. *,,,,2002-12-09 23:00:00,,,
3f420d9a4ed128355df75943a487e865,HU,55,,Menetr.seg.k. 1sz. mód,1,0,152,33200,41500,Izsáki elágazás,Uzovicstelep,1,,,,,,60,0,0,,,"Pályaállapot. Vágány forgalomból kizárva, rossz aljállag, avult felépítmény",,,,2021-04-10 22:00:00,,,
3f4e1691a7202d81965d3276eb8cb920,HU,55,,B 1307,1,0,20,58000,58100,Herend,,0,,VII.sz. vágány,7,,,40,10,10,,,Pályaállapot. Védőcsonka 12 sz. váltótól,,,,2013-12-12 23:00:00,,,Védőcsonka 12 sz. váltótól
3f4eb68515c06136fc6a289a5c1d4f4c,HU,55,,42142/2017/MÁV,1,0,264a,4900,5620,Szolnok-Rendező,,0,,Irányrendező XLI. sz. vágány,41,,,40,10,10,,,"Pályaállapot. fekszint-, irányhibák avult kapcsolószerek",,,,2017-12-09 23:00:00,,,
3f58828ce468c1fbf5fbee337fa575fc,HU,55,,B 1307,1,0,10,51845,52544,Mezőlak,,0,,I.vg.,1,,,40,5,5,,,Pályaállapot. .,,,,2013-12-12 23:00:00,,,
3f69fa50ff43b175c457d07f246bf889,HU,55,,324,0,0,80,185561,185750,Felsőzsolca,,1,right,II. vg.,2,,,120,80,80,,,Pályahiba. Hídfa állapot miatt.,,,,2023-11-10 13:30:00,,,
3f6bb92d2fdfd0145507abe460dda46c,HU,55,,325,1,0,92,5696,9594,Miskolc-Repülőtér,Sajóecseg,1,right,,,,,100,80,80,,,"Pályaállapot. A vonatok sebességének 80 km/h-ra történő csökkentésével a dinamikus hatások valamelyes mérsékelhetők, amelytől azt várjuk, hogy a koros felépítményű vonalszakaszokon a romlási folyamatok hosszabb távon mérsékelhetők maradjanak.",,,,2011-12-09 23:00:00,,,
3f6be0371094859eefaaf1411b4f0e98,HU,55,,Gy.619-58/2001.,1,0,78,86422,87213,Nógrádszakál,,0,,III. sz. vágány,3,,,40,30,30,,,Pályaállapot csak tehervonatok részére. Menetrendi alapsebesség,,,,2001-06-09 22:00:00,,,Csak tehervonatok részére. Kitűzve nincs.
3f72b5fb53d484f839040dbf2d0b0123,HU,55,,34966/2022/MAV,1,0,80,209240,210467,Taktaharkány,,1,left,III. átmenő fővg.,3,,,120,60,60,,,"Pályaállapot csak tehervonatok részére. Dinamikus terhelés csökkentése, romlási folyamatok lassítása.",,,,2023-12-09 23:00:00,,,Csak tehervonatok részére. Kitűzve nincs.
3f870397eb59d2a3b1abe61e86f7d92c,HU,55,,b.15,0,0,40,159300,159329,Dombóvár,,0,,425.sz. kitérő,425,,,40,5,5,,,Pályahiba. műszaki állapot,,,,2015-11-24 12:00:00,,,
3f9a3b6e0e85a9834cda29adb3350197,HU,55,,42142-7/2017/MÁV,1,0,1,103883,103951,Komárom,,0,,441 - 201 sz. kitérők között,441,,,40,5,5,,,Pályaállapot. avult felépítmény,,,,2018-04-04 22:00:00,,,
3fa734120c6db28b2ce0100a548b0e6d,HU,55,,b.243 Puskás F,0,0,113 (2),3200,3300,Kocsord alsó,Tunyogmatolcs,1,,,,,,50,10,10,,,Pályahiba. pályageometria deformáció miatt.,,,,2021-07-20 09:00:00,,,
3fa9b1f03a623bb0ae15eb86e8d53704,HU,55,,34966/2022/MÁV,1,0,80,4203,5231,Kőbánya felső,,1,left,I. sz. vágány,1,,,80,60,60,,,"Felsővezetéki okból. felsővezeték állapota, pályaállapot",,,,2023-12-09 23:00:00,,,41+00-72+00 szelvények között egybe tűzve
3fc1f1a8c7cb270e3f8cbc27d036ada6,HU,55,,TPLO.Ms. 2022.,1,0,80,180253,180364,Miskolc-Rendező,,0,,II. átrakó csonka (464.-FK),464,,,40,5,5,,,"Pályaállapot. Aljak avulása, fekszint hiba.",,,,2021-12-11 23:00:00,,,
3fc2487722f38d115237429dc06a1e5c,HU,55,,Tel. Már László,0,0,284c,5300,5340,Eperjeske-Átrakó darus,,0,,448. sz. kitérő,448,,,40,10,10,,,Pályahiba. kitérő műszaki állapota,,,,2007-09-14 10:30:00,,,
3fcff01e9d6016dbd6012a0a4338407b,HU,55,,*,1,0,100,26100,26300,Demecser,,1,right,IV. sz. jobb átmenő fővágány,4,,,120,100,100,,,Egyéb ok. A 6. sz. átszelési kitérőre engedélyezett sebesség 100 km/h,,,,2017-12-09 23:00:00,,,
3fd0044591ac8361af505bf3c1136d94,HU,55,,Gy.2384-473/2007.,1,0,264a,4900,5620,Szolnok-Rendező,,0,,Irányrendező XIV. sz. vágány,14,,,40,10,10,,,"Pályaállapot. fekszint-, irányhibák avult kapcsolószerek",,,,2007-12-08 23:00:00,,,
3fdd3e98be86c427cb88b96310eba06b,HU,55,,"b 326-1, isk-367/2022",0,0,14,29200,32400,Rábapordány,Csorna pvh. 357+67 szelvény,1,,,,,,40,20,20,,,Pályahiba. Mérővonati C3 hibák miatt.,,,,2022-11-08 07:00:00,,,Egybetűzve a 324-353 szelvények közti 20 km/h állandó és ideiglenes sebességkorlátozásokkal.
3fec41f370cdbec807ee6ce09ada33e7,HU,55,,Gy.619-45/2000.,1,0,1,170700,171400,Kimle-Károlyháza,Mosonmagyaróvár,1,left,,,,,160,150,150,,,Hatósági határozat. x,,,,2000-05-27 22:00:00,,,Csak a páratlan számú vonatok részére.
3ff133898d00df2c0e59210c9f81172e,HU,55,,Gy.1564-(150-155)/2004,1,0,154,21100,21600,Jánoshalma,,0,,III. vágány,3,,,100,80,80,,,"Pályaállapot. Rossz aljállag, szennyezett ágyazat",,,,2004-12-11 23:00:00,,,
3ff971f39b2ff1cb011032c9c3f5b51a,HU,55,,34966/2022/MÁV,1,0,100,102999,103200,"Szolnoki ""E"" elágazás",Millér,1,right,,,,,100,80,80,,,"Pályaállapot. fekszint-, irányhibák",,,,2023-12-09 23:00:00,,,
400a3aaa186fd0d8d9cd82acad4ecfe8,HU,55,,3-357/2020/MAV,0,0,42,37825,37900,Mezőfalva,,0,,4. kitérő mindkét írányára,4,,,40,20,20,,,Pályahiba. Irányhiba,,,,2020-07-24 10:00:00,,,
401958f268440417a432fc3618b9b7c2,HU,55,,34966/2022/MÁV,1,0,78,32432,32992,Nógrádkövesd,,0,,III. sz. vágány,3,,,60,40,40,,,Pályaállapot. pályageometriai hibák,,,,2023-12-09 23:00:00,,,
401ed2a3ecd3b81168bd30b5199c7042,HU,55,,Gy.635-2575/2003.,1,0,5a,8100,8700,Balinka,,0,,10. sz. vágány (scvp),10,,,40,0,0,,,Egyéb ok. Pályakapacitás csökkentés_2012.12.18,,,,2003-12-13 23:00:00,,,10/2 - 10/7 sz. kitérők között
402011a7e02a19026cfcbd5ac14d097b,HU,55,,2021-22 áll,1,0,14,18200,19900,Szany-Rábaszentandrás,Egyed-Rábacsanak,1,,,,,,60,40,40,,,Pályaállapot. irány és fekszinthiba,,,,2021-12-11 23:00:00,,,
40226c02be184b8ccf820828284b3ced,HU,55,,b.761,1,0,30,114900,115200,Siófok,Siófok kiágazás,1,,,,,,120,100,100,,,Hatósági határozat. környezetvédelmi  engedély,,,,2019-08-25 22:00:00,,,
4030ff9934233faccde950a12b8f8ff5,HU,55,,42142-5/2017/MÁV,1,0,262,1154,1184,Hatvan-Rendező,,0,,437 sz. kitérő,437,,,40,10,10,,,Kitérő állapota. x,,,,2018-03-25 22:00:00,,,
40329403ea220d6eeb71341493393c1c,HU,55,,*,0,0,100,270200,270300,Nyíregyháza,,0,,"GMPSZ II, vg.",,,,20,0,0,,,Pályahiba. Műszaki állapot,,,,2017-05-29 09:37:00,,,*
40383993f1f9242a731940e7ca43ca10,HU,55,,TPLO.Ms. 2022.,1,0,80,179998,180562,Miskolc-Rendező,,0,,33. vágány (tároló),33,,,40,0,0,,,"Pályaállapot. Aljak avulása, alépítmény hiba.",,,,2021-12-11 23:00:00,,,"10km/ó-val a 440. kitérő felől csonkavágányként használható, a 469. kitérő felől 50m lezárva."
4048feec607bb332fe3420bd4ed1643d,HU,55,,34966/2022/MÁV,1,0,78,47788,58632,Mohora,Balassagyarmat,1,,,,,,60,40,40,,,Pályaállapot csak tehervonatok részére. pályageometriai hibák,,,,2023-12-09 23:00:00,,,Csak tehervonatok részére. Kitűzve nincs.
4052fb9a06961d2b5ee9d36953767d3f,HU,55,,34966/2022/MÁV,1,0,80,62094,63739,"Hatvani ""A"" elágazás","Hatvani ""B"" elágazás",1,right,,,,,120,60,60,,,Pályaállapot csak tehervonatok részére. Menetrendi alapsebesség,,,,2023-12-09 23:00:00,,,Csak tehervonatok részére. Kitűzve nincs.
405f09f6c97088f476c3b0f39290a4e2,HU,55,,Gy: 619-45/2000,1,0,151,16100,19200,Dunavecse,Apostag,1,,,,,,80,40,60,,,Pályaállapot. Rossz aljállag miatt,,,,2000-11-30 23:00:00,,,
4068795a3dd2ba087a8996874fba9643,HU,55,,FGy,1,0,1,0,100,Budapest-Keleti,,0,,Vontatási telep 237 sz. kitérő,237,,,40,5,5,,,Kitérő állapota. Pályaszerkezeti elégtelenség,,,,2016-12-14 23:00:00,,,
407fb34f34ac8af64e819d5a1250eaae,HU,55,,TPLO.Ms. 2022.,1,0,80,180002,180732,Miskolc-Rendező,,0,,24. vágány,24,,,40,10,10,,,"Pályaállapot. Aljak avulása, alépítmény hiba.",,,,2021-12-11 23:00:00,,,
408450ce485bc63f676a04e4dab2e9b8,HU,55,,HEG,1,0,1,102700,102800,Komárom-Rendező,,0,,414. sz. váltón ( XIII.sz. vg. kezdőponti oldal ),414,,,40,10,10,,,"Kitérő állapota. kopott alkatrészek, korhadt váltótalpfák",,,,2014-12-11 23:00:00,,,
408a391de83a7b16cb183dd47e60511b,HU,55,,325,1,0,98,13500,14000,Tállya,Abaújszántó,1,,,,,,40,40,40,,,Egyéb ok. AS139 útátjáró behatási pont távolsága.,,,,2011-12-09 23:00:00,,,Csak páros számú vonatokra.
4098b7230aecca193ae529a150fa334a,HU,55,,Napi kimutatás,1,0,30,214100,215000,Nagyrécse,,0,,II.átmenő fővágány,2,,,100,40,40,,,Pályaállapot. sáros ágyazat,,,,2022-12-10 23:00:00,,,
40a0904ca0f24eaa22b7596407b2cf9d,HU,55,,34966/2022/MÁV,1,0,81,125175,125222,Salgótarján külső,,0,,17.sz. kitérő (IV.-V.sz. vg. végponti oldal ),17,,,40,20,20,,,Pályaállapot.,,,,2023-12-08 23:00:00,,,
40a1448383e2480a697ffcf1c1bb9ef9,HU,55,,*,1,0,100,270770,271100,Nyíregyháza,,0,,"79, 83, 89, 95, 97 sz. kitérők",79,,,40,20,20,,,Pályaállapot. Műszaki állapot,,,,2013-12-10 23:00:00,,,
40a5b279e88dc7739610b9d0e9669822,HU,55,,59678/2015/MÁV,1,0,30,800,900,Budapest-Déli,,0,,"""Fészer"" 3. sz. vágány",3,,,40,0,0,,,Pályaállapot. műszaki állapot miatt a vágány forgalomból kizárva,,,,2015-12-12 23:00:00,,,102 sz. kitérő - ütközőbak
40aa7b3799a2c30c7ed9dda8919dcae5,HU,55,,HM,1,0,3,800,2800,Komárom,Komárom OH.,1,,,,,,80,60,60,,,"Pályaállapot. műszaki állapot, avult felépítmény",,,,2019-01-15 23:00:00,,,
40b05e1f872493e9431396b3b42c4cc7,HU,55,,Gy.2384-1032/2008.,1,0,5a,8200,8700,Balinka,,0,,06. sz. vágány,6,,,40,0,0,,,Egyéb ok. Pályakapacitás csökkentés_2012.12.20,,,,2008-12-13 23:00:00,,,20 - 11 sz. kitérők között
40b696cc9b5b1b9cfce64288e2caa51e,HU,55,,Gy.619-45/2000.,1,0,12,7000,7500,Oroszlány,,0,,IV. sz. vágány,4,,,40,20,20,,,Hatósági határozat. határozat:,,,,2000-05-27 22:00:00,,,
40b857db493dc428e74f7ad47ea569bb,HU,55,,52487/2017/MAV,1,0,30,179939,180280,Balatonszentgyörgy,,0,,IX/a. vágány,InvalidRomanNumeralError,,,40,5,5,,,Pályaállapot. műszaki állapot,,,,2017-12-09 23:00:00,,,
40b98e2c7150eb01ad74abc10d791990,HU,55,,Vágány lezárva,1,0,121,87300,87800,Makó,,0,,I.,1,,,40,0,0,,,Pályaállapot. Vágány lezárva,,,,2017-05-28 22:00:00,,,
40c025d276d85e471efcf29a0cf5422b,HU,55,,42142/2017/MÁV,1,0,70,3800,3900,Rákosrendező,,0,,"""Volt Gépjavító"" III. sz. vágány",3,,,40,0,0,,,"Pályaállapot. Avult felépítmény, aljak-, leszorító csavarok állapota, forgalomból kizárva",,,,2017-12-09 23:00:00,,,530/6 sz. kitérő -
40c59900e7255279c2a6fa4d17131156,HU,55,,42142/2017/MÁV,1,0,82,24779,25182,Jászberény,,0,,VIII. sz. vágány,8,,,40,10,10,,,Pályaállapot. x,,,,2017-12-09 23:00:00,,,18 sz. kitérő -
40c65a961de64f582e7cb78c5b7b764f,HU,55,,34966/2022/MÁV,1,0,80,5231,7192,Kőbánya felső,Rákos,1,right,,,,,80,60,60,,,"Pályaállapot. avult felépítmény, fekszinthibák.",,,,2023-12-09 23:00:00,,,Rákos felől 700 méter
40c92a68023efc06c1062f5ebb567667,HU,55,,"B 191, ISK-165",0,0,29,101075,101110,Badacsonytomaj,,0,,6.sz. kitérő,6,,,40,10,10,,,Pályahiba. Kitérőben aljak állapota miatt,,,,2023-08-04 05:00:00,,,
40ebea97c84523bf5b3b7a0280850812,HU,55,,gy. 619/2000,1,0,92,45200,45900,Bánréve,,0,,VII. vg.,7,,,40,10,10,,,"Pályaállapot. aljak, kapcsolószerek, ágyazat állapota",,,,2000-05-27 22:00:00,,,Kitűzés szerint
40fb546c64bcd0cf5d86e72cf01eda3d,HU,55,,TPLO.Ms. 2022.,1,0,80,179978,180578,Miskolc-Rendező,,0,,37. vágány (tároló),37,,,40,10,10,,,"Pályaállapot. Aljak avulása, alépítmény hiba.",,,,2021-12-11 23:00:00,,,
410a67d70ffc1e8ca10ad9481406aa63,HU,55,,Gy.1517-116/05,1,0,60,15435,16257,Gyékényes,,0,,XII.vágány,12,,,40,20,20,,,Pályaállapot. műszaki állapot miatt,,,,2005-12-10 23:00:00,,,
410b071a22809b5a55ab814ea097c6f2,HU,55,,314-001/2024/MAV,0,0,1,174300,174400,Kimle-Károlyháza,Mosonmagyaróvár,1,left,,,,,160,100,100,,,Pályahiba. Sáros ágyazat.,,,,2024-01-03 11:00:00,,,
411adb14b4d591362c529136d0ceb570,HU,55,,Vágány lezárva,1,0,140,58200,58300,Kiskunfélegyháza,,0,,FH. IV.,InvalidRomanNumeralError,,,40,0,0,,,Pályaállapot. Vágány lezárva (fordítókorong elbontása miatt nem közelíthető meg),,,,2017-05-28 22:00:00,,,
411e2f96ddcae90951705ec29da1903b,HU,55,,Gy.619-45/2003.,1,0,78,48900,49500,Mohora,Balassagyarmat,1,,,,,,50,40,40,,,Egyéb ok. x,,,,2000-05-27 22:00:00,,,
41250c34337ce1e85a6298e6d3807440,HU,55,,B 88,1,0,11,28800,29100,Veszprémvarsány,,0,,VII.vg.,7,,,40,10,10,,,Pályaállapot. .,,,,2021-05-09 22:00:00,,,
41293935a2a7a3f668df2a1f1f74cd3a,HU,55,,FGy,1,0,1,0,100,Budapest-Keleti,,0,,Vontatási telep 228 sz. kitérő,228,,,40,5,5,,,Kitérő állapota. Pályaszerkezeti elégtelenség,,,,2016-12-14 23:00:00,,,
413e04635139146101ca6fbf0777bf1d,HU,55,,B 1307,1,0,26,40400,41000,Lesencetomaj,,0,,I. vg.,1,,,40,10,10,,,Pályaállapot. .,,,,2013-12-12 23:00:00,,,
414548934a157e2ea925fb0bb11e533a,HU,55,,*,1,0,4002,2900,4000,Eperjeske-Rendező (sz.),,0,,7. sz. fővágány,7,,,60,10,10,,,Pályaállapot. Műszaki állapot,,,,2015-02-12 23:00:00,,,
4158767bb6536834388f0a1ec620a7e7,HU,55,,42142-5/2017/MÁV,1,0,40e,32995,33295,Ercsi,,0,,TRANS PLUS Kft sc. I. sz. vágány,InvalidRomanNumeralError,,,20,5,5,,,Pályaállapot. avult felépítmény,,,,2018-03-21 23:00:00,,,2/1 sz. kitérő  - földkúp
415982a8237d88f040611dce39b236f2,HU,55,,*,1,0,112,7234,7498,Biri,,0,,II. átmenő fővg.,2,,,40,0,0,,,Pályaállapot. Műszaki állapot,,,,2022-12-10 23:00:00,,,Pályafelügyelet részére 10 km/h.
415b2fde169c3cccf3f615ec4be61a89,HU,55,,*,0,0,100,64607,64701,Záhony,,0,,PFT.hosszú vg.,,,,5,0,0,,,Pályahiba. Műszaki állapot,,,,2017-05-29 12:01:00,,,2/3.sz.kit.után 303.vg/fm
41616e11866fd8e587774757920e3c13,HU,55,,HEG,1,0,12,1414,1442,Felsőgalla,,0,,"Alsógalla ""Brikettgyári"" 426/5 sz. kitérő",426,,,40,0,0,,,"Kitérő állapota. kopott kitérő alkatrészek, korhadt aljak",,,,2017-06-01 22:00:00,,,
4171e0f654d6d40ff39a7cafcb7832d6,HU,55,,Napi kimutatás,1,0,60,0,900,Murakeresztúr,,0,,B/1 átmenő fővágány,,,,100,60,60,,,Pályaállapot csak tehervonatok részére. műszaki állapot,,,,2022-12-10 23:00:00,,,"Csak tehervonatokra érvényes! Kitűzve nincs! Szelvényváltás: 2341+55 (55.sz.kit.)= 0+00. Hibaszelvény: 8+00-9+00=225,9 m"
4175589684e28dd9cd257b600768d8dd,HU,55,,508-194/2023,0,0,75,14319,14400,Szokolya,,0,,02. vg.,2,,,40,10,10,,,Baleset miatt. ideiglenes helyreállítás után technológiai okból,,,,2023-12-04 16:15:00,,,
41797df7b2518dc50275cdb5a5401b40,HU,55,,b/22/086,1,0,44,577,1300,Székesfehérvár,Börgönd,1,,,,,,80,60,60,,,Geometria miatt. ív viszonyok,,,,2018-02-21 23:00:00,,,
4182aa319133938585f3940061446a17,HU,55,,"B 334-3, ISK-315",0,0,20,112984,113009,Boba,,0,,12.sz.kitérő egyenes irányban,12,,,100,60,60,,,Pályahiba. Pályában nem javitható UH sinhiba kitérő keresztezési középrészben,,,,2023-11-27 11:00:00,,,12.sz.kitérő egyenes irányban
4182fd29c3b17d1ce33a3140f82547ae,HU,55,,FN,0,0,100,110200,110800,Szajol,,0,,VI,,,,10,5,5,,,Pályahiba. Meleg végett kialakult írányhiba. (07.04 10:15 től a forgalomból ki volt zárva a vágány),,,,2022-07-21 07:15:00,,,
4185322087cce10accc8f8c31538b150,HU,55,,*,1,0,102,57200,57300,Kál-Kápolna ipvk.,Erdőtelek,1,,,,,,60,40,40,,,Pályaállapot. Az útátjáró műszaki állapotának romlása,,,,2020-12-13 23:00:00,,,
418b9c7e4d04e206f6cde780f869776b,HU,55,,"B 291, ISK-267/2023",0,0,29,68650,68750,Balatonfüred,Aszófő,1,,,,,,80,60,60,,,Pályahiba. Süppedés és síktorzulás miatt.,,,,2023-11-08 14:00:00,,,
418d8afa355f35a58cd03fd987085fd8,HU,55,,Gy.619-45/2000.,1,0,70,700,1200,Budapest-Nyugati,,0,,Újtároló IV. sz. vágány,4,,,40,10,10,,,Pályaállapot. Avult felépítmény,,,,2000-05-27 22:00:00,,,121 – 139 sz. kitérők között
41a586d26d6b1802aa1c5341a1371217,HU,55,,Gy.2384-473/2007.,1,0,262,1126,1156,Hatvan-Rendező,,0,,438 sz. kitérő,438,,,40,0,0,,,Pályaállapot. kizárva,,,,2007-12-08 23:00:00,,,
41c264b51d75bf5e6af73632f79b8f50,HU,55,,Gy.2384-473/2007.,1,0,264a,4520,4900,Szolnok-Rendező,,0,,Irányrendező XXXVI. sz. vágány,36,,,40,0,0,,,"Pályaállapot. fekszint-, irányhibák avult kapcsolószerek, a vágány a forgalomból kizárva",,,,2007-12-08 23:00:00,,,
41d158d41c96274b4a2f6beec3a7805c,HU,55,,2018-9 áll.,1,0,25,46700,47500,Zalaszentiván,,0,,VII.vg.,7,,,40,20,20,,,Pályaállapot. .,,,,2018-12-08 23:00:00,,,
41d3f896fca155763702f408a8ce6646,HU,55,,40136/2022/MAV,1,0,65,451,520,Pécsbánya-Rendező,,0,,Koksz vágány,,,,40,0,0,,,Pályaállapot. Műszaki állapot,,,,2022-12-10 23:00:00,,,
41e0059c725ab5f79caea88a07a6c8b3,HU,55,,0,1,0,80,86800,87800,Vámosgyörk,,0,,IV. vg.,4,,,40,20,20,,,Pályaállapot. Aljak avulása.,,,,2013-12-14 23:00:00,,,
41e08dc114654aa434ab54028ad82db5,HU,55,,34966/2022/MÁV,1,0,5,20300,20500,Bodajk,,0,,05. sz. vágány,5,,,100,80,80,,,"Pályaállapot. menetrendi alapadat,",,,,2023-12-09 23:00:00,,,
41e3a140c78dc9e0fbc21a9999b5a7fa,HU,55,,*,1,0,100,270935,270985,Nyíregyháza,,0,,"91, sz. kitérő",91,,,40,20,20,,,Pályaállapot. műszaki áll.,,,,2013-12-10 23:00:00,,,
41e8ccd88c03c1c33ba809d824df6319,HU,55,,34966/2022/MÁV,1,0,81,110326,110958,Nagybátony,,0,,II. sz. vágány,2,,,40,10,10,,,Pályaállapot. x,,,,2023-12-08 23:00:00,,,
